"SERIAL_CRASH","MONTH","HOUR","HARM_EV","HARM_EVNAME","TYPE_OF_COLLIOSION","NUM_OF_PEOPLE","MOD_YEAR","VPICMAKENAME","VPICMODELNAME","TRAV_SP","DEFORMEDNAME","DEATHS","DR_DRINK","IS_DRIVER_PRESENT","L_TYPENAME","L_STATUSNAME","SPEEDRELNAME","VSPD_LIM","VSURCONDNAME","P_CRASH1NAME","P_CRASH2NAME","P_CRASH3NAME","PCRASH4NAME","PCRASH5NAME","BODY_STYLE","BLIND_SPOT_DETECTION","ARS","FRNT_COLLISION_WARNING","LANE_DEPARTURE_WARNING","CRASH_IMMINENT_BRAKE","DYNAMIC_BRAKE_SUPPORT","NHTSA_ESC","SAFETY_COUNT","notification_count"
62644,12,18,12,"Motor Vehicle In-Transport","Angle",1,2021,"TOYOTA","RAV4",998,"Disabling Damage",0,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","From crossing street, across path","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",1,1,1,1,1,1,0,6,3
62645,11,6,12,"Motor Vehicle In-Transport","Angle",2,2016,"KIA","OPTIMA",998,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",45,"Dry","Going Straight","Crossing Over (Passing Through) Junction","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",1,1,0,0,2,2,0,1,1
62645,11,6,12,"Motor Vehicle In-Transport","Angle",2,2014,"NISSAN","VERSA NOTE",998,"Damage Reported, Extent Unknown",1,0,1,"Full Driver License","Valid","No",45,"Dry","Going Straight","From crossing street, across path","Unknown/Not Reported","Tracking","Stayed in original travel lane","5 HB",0,0,0,0,0,0,1,1,0
62648,12,5,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2021,"VOLKSWAGEN","JETTA",998,"Disabling Damage",0,0,1,"Full Driver License","Valid","No",35,"Dry","Going Straight","Pedestrian in road","No Avoidance Maneuver","Tracking","Stayed in original travel lane","4 DR",1,1,1,1,2,2,0,2,3
62649,12,8,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2013,"HONDA","PILOT",998,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",25,"Dry","Negotiating a Curve","Pedestrian in road","Braking","Tracking","Stayed in original travel lane","SUV",0,0,0,0,0,0,1,1,0
62657,10,16,31,"Post, Pole or Other Supports","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2016,"FORD","ESCAPE",68,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",65,"Dry","Going Straight","Off the edge of the road on the left side","Unknown/Not Reported","Precrash stability unknown","Departed roadway","SUV",1,0,0,0,0,0,0,0,1
62660,12,17,12,"Motor Vehicle In-Transport","Angle",3,2017,"TOYOTA","SIENNA",998,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",45,"Dry","Turning Left","Turning Left","Unknown/Not Reported","Tracking","Stayed in original travel lane","VAN",0,1,0,0,2,2,0,1,0
62660,12,17,12,"Motor Vehicle In-Transport","Angle",1,2016,"RAM","2500",998,"Disabling Damage",0,0,1,"Full Driver License","Valid","No",45,"Dry","Going Straight","From crossing street, turning into opposite direction","Steering left","Tracking","Stayed in original travel lane","PU/CC",0,0,0,0,0,0,0,0,0
62661,12,13,12,"Motor Vehicle In-Transport","Angle",1,2013,"SUBARU","IMPREZA",998,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",55,"Dry","Turning Left","Turning Left","Unknown/Not Reported","Tracking","Stayed in original travel lane","SW",0,1,0,0,0,0,1,2,0
62661,12,13,12,"Motor Vehicle In-Transport","Angle",1,2020,"CHEVROLET","COLORADO",58,"Disabling Damage",0,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","From crossing street, turning into opposite direction","Unknown/Not Reported","Tracking","Stayed in original travel lane","PU/EC",0,1,1,0,0,0,0,1,1
62668,8,21,12,"Motor Vehicle In-Transport","Front-to-Front",7,2016,"NISSAN","QUEST",40,"Disabling Damage",0,0,1,"Full Driver License","Valid","No",55,"Dry","Negotiating a Curve","From opposite direction  over left lane line","No Avoidance Maneuver","Tracking","Stayed in original travel lane","VAN",1,0,0,0,0,0,0,0,1
62681,11,19,9,"Pedalcyclist","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2017,"FORD","FIESTA",27,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",30,"Dry","Negotiating a Curve","Pedalcyclist or other non-motorist in road","Steering right","Tracking","Stayed in original travel lane","5 HB",0,0,0,0,0,0,0,0,0
62688,11,14,12,"Motor Vehicle In-Transport","Front-to-Front",1,2015,"NISSAN","VERSA NOTE",999,"Disabling Damage",1,0,1,"Intermediate Driver License","Valid","No",55,"Dry","Going Straight","From opposite direction  over left lane line","Unknown/Not Reported","Precrash stability unknown","Stayed in original travel lane","5 HB",0,0,0,0,0,0,0,0,0
62689,9,19,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",2,2015,"VOLKSWAGEN","TOUAREG",35,"Minor Damage",0,0,1,"Full Driver License","Valid","No",30,"Dry","Going Straight","Pedestrian in road","No Avoidance Maneuver","Tracking","Stayed in original travel lane","SUV",0,1,0,1,2,2,0,1,1
62691,10,0,12,"Motor Vehicle In-Transport","Angle",1,2016,"TOYOTA","CAMRY",60,"Disabling Damage",0,0,1,"Full Driver License","Valid","No",65,"Dry","Negotiating a Curve","Other vehicle stopped","No Avoidance Maneuver","Tracking","Stayed in original travel lane","4 DR",1,1,0,1,2,2,0,1,2
62692,10,23,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2017,"TOYOTA","TACOMA",40,"Functional Damage",0,0,1,"Full Driver License","Valid","No",45,"Dry","Going Straight","Pedestrian in road","No Avoidance Maneuver","Tracking","Stayed in original travel lane","PU/CC",0,1,0,0,0,0,0,1,0
62699,11,21,12,"Motor Vehicle In-Transport","Front-to-Rear",1,2021,"TOYOTA","RAV4",70,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",65,"Dry","Decelerating in Road","From adjacent lane (same direction) over left lane line","No Avoidance Maneuver","Tracking","Stayed in original travel lane","SUV",0,1,1,1,1,1,0,6,2
62701,11,20,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2012,"HONDA","CROSSTOUR",999,"Reported as Unknown",0,0,1,"Full Driver License","Valid","No",65,"Dry","Going Straight","Pedestrian in road","No Avoidance Maneuver","Tracking","Departed roadway","SUV",0,0,0,0,0,0,1,1,0
62705,6,20,12,"Motor Vehicle In-Transport","Angle",1,2022,"MAZDA","MAZDA3",998,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",45,"Dry","Turning Left","Turning Left","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",0,1,1,1,1,1,0,6,2
62718,12,12,33,"Curb","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2022,"JEEP","GLADIATOR",53,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",55,"Dry","Negotiating a Curve","From opposite direction  over left lane line","No Avoidance Maneuver","Tracking","Stayed in original travel lane","PU/CC",0,0,1,0,2,2,0,1,1
62735,9,11,12,"Motor Vehicle In-Transport","Angle",2,2015,"NISSAN","ALTIMA",50,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","From crossing street, across path","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",1,0,0,1,0,0,0,0,2
62737,12,18,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2015,"TOYOTA","CAMRY",40,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",35,"Dry","Negotiating a Curve","Pedestrian in road","No Avoidance Maneuver","Tracking","Stayed in original travel lane","4 DR",1,1,0,0,2,2,0,1,1
62737,12,18,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2023,"HONDA","ODYSSEY",38,"No Damage",0,0,1,"Full Driver License","Valid","No",35,"Dry","Negotiating a Curve","Pedestrian in road","Other actions (specify:)","Tracking","Stayed in original travel lane","MV",1,0,1,1,1,1,0,6,3
62738,11,3,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2015,"KIA","OPTIMA",65,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",65,"Dry","Going Straight","Pedestrian in road","Braking","Tracking","Stayed in original travel lane","4 DR",0,1,0,0,0,0,0,1,0
62741,6,14,1,"Rollover/Overturn","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2015,"HONDA","CIVIC",41,"Disabling Damage",0,0,1,"Full Driver License","Valid","No",35,"Dry","Negotiating a Curve","Over the lane line on left side of travel lane","No Avoidance Maneuver","Skidding longitudinally  rotation less than 30 degrees","Stayed on roadway, but left original travel lane","4 DR",0,1,1,0,0,0,0,1,1
62742,10,19,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2021,"SUBARU","FORESTER",998,"Functional Damage",0,0,1,"Full Driver License","Valid","No",35,"Dry","Going Straight","Pedestrian in road","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",1,0,1,1,1,1,0,4,3
62743,5,20,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2012,"TOYOTA","CAMRY",998,"Disabling Damage",0,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","Pedestrian in road","No Avoidance Maneuver","Tracking","Stayed in original travel lane","4 DR",1,1,0,0,0,0,1,2,1
62751,11,16,12,"Motor Vehicle In-Transport","Front-to-Front",1,2015,"TOYOTA","CAMRY",999,"Damage Reported, Extent Unknown",1,0,1,"Full Driver License","Valid","No",40,"Dry","Negotiating a Curve","Over the lane line on left side of travel lane","Unknown/Not Reported","Tracking","Stayed on roadway, but left original travel lane","4 DR",0,1,1,1,2,2,0,1,2
62753,11,4,38,"Fence","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2023,"MAZDA","CX-5",999,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",70,"Dry","Going Straight","Off the edge of the road on the right side","Unknown/Not Reported","Tracking","Departed roadway","SUV",1,1,1,1,1,1,0,6,3
62755,10,23,12,"Motor Vehicle In-Transport","Front-to-Front",3,2012,"CHRYSLER","300",45,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",55,"Dry","Negotiating a Curve","From opposite direction  over left lane line","Braking and steering right","Tracking","Stayed in original travel lane","4 DR",1,1,1,0,0,0,1,2,2
62757,12,10,12,"Motor Vehicle In-Transport","Front-to-Front",1,2019,"JEEP","CHEROKEE",999,"Damage Reported, Extent Unknown",1,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","Over the lane line on left side of travel lane","Unknown/Not Reported","Precrash stability unknown","Stayed on roadway, but left original travel lane","SUV",1,1,0,0,2,2,0,1,1
62758,11,17,12,"Motor Vehicle In-Transport","Front-to-Front",2,2016,"RAM","2500",45,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",55,"Dry","Negotiating a Curve","Over the lane line on left side of travel lane","Unknown/Not Reported","Tracking","Stayed on roadway, but left original travel lane","PU/CC",0,0,0,0,0,0,0,0,0
62758,11,17,12,"Motor Vehicle In-Transport","Front-to-Front",1,2017,"HONDA","CR-V",999,"Damage Reported, Extent Unknown",1,0,1,"Full Driver License","Valid","No",55,"Dry","Negotiating a Curve","From opposite direction  over left lane line","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",1,1,1,1,2,2,0,1,3
62759,11,21,12,"Motor Vehicle In-Transport","Angle",1,2012,"HYUNDAI","ACCENT",40,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",45,"Dry","Going Straight","From opposite direction  over left lane line","No Avoidance Maneuver","Tracking","Stayed in original travel lane","5 HB",0,0,0,0,0,0,1,1,0
62759,11,21,12,"Motor Vehicle In-Transport","Angle",2,2016,"MAZDA","MAZDA3",35,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",45,"Dry","Going Straight","From opposite direction  over left lane line","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",1,1,1,0,2,0,0,2,2
62760,12,7,12,"Motor Vehicle In-Transport","Angle",1,2020,"NISSAN","ALTIMA",998,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",35,"Dry","Going Straight","Crossing Over (Passing Through) Junction","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",0,1,1,0,1,1,0,4,1
62760,12,7,12,"Motor Vehicle In-Transport","Angle",1,2014,"FORD","ESCAPE",998,"Functional Damage",0,0,1,"Full Driver License","Valid","No",35,"Dry","Going Straight","From crossing street, across path","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",0,0,0,0,0,0,1,1,0
62761,5,6,12,"Motor Vehicle In-Transport","Front-to-Front",1,2013,"NISSAN","ALTIMA",0,"Functional Damage",0,0,1,"Full Driver License","Valid","No",30,"Dry","Stopped in Roadway","From opposite direction  over left lane line","No Avoidance Maneuver","Tracking","Stayed in original travel lane","2 DR",0,1,0,0,0,0,1,2,0
62766,7,12,12,"Motor Vehicle In-Transport","Front-to-Rear",3,2019,"HONDA","PASSPORT",0,"Disabling Damage",0,0,1,"Full Driver License","Valid","No",55,"Dry","Stopped in Roadway","Traveling in same direction with higher speed","Steering right","Tracking","Stayed in original travel lane","SUV",0,1,1,1,1,1,0,5,2
62773,11,17,12,"Motor Vehicle In-Transport","Front-to-Front",1,2022,"NISSAN","MAXIMA",60,"Damage Reported, Extent Unknown",1,0,1,"Full Driver License","Valid","No",55,"Dry","Passing or Overtaking Another Vehicle","Over the lane line on left side of travel lane","Unknown/Not Reported","Tracking","Stayed on roadway, but left original travel lane","4",1,0,1,1,1,1,0,6,3
62775,8,11,9,"Pedalcyclist","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",2,2021,"HONDA","CIVIC",65,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",35,"Dry","Going Straight","Pedalcyclist or other non-motorist in road","No Avoidance Maneuver","Tracking","Stayed in original travel lane","4 DR",0,1,1,1,1,1,0,5,2
62779,9,13,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",2,2017,"DODGE","DURANGO",998,"No Damage",0,0,1,"Full Driver License","Valid","No",25,"Dry","Turning Left","Pedestrian in road","No Avoidance Maneuver","Tracking","Stayed in original travel lane","SUV",0,0,0,1,2,2,0,0,1
62782,8,23,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2014,"HONDA","CIVIC",55,"Functional Damage",0,0,1,"Full Driver License","Valid","No",65,"Dry","Going Straight","Pedestrian in road","Braking","Tracking","Stayed in original travel lane","4 DR",0,0,0,0,0,0,1,1,0
62783,9,12,12,"Motor Vehicle In-Transport","Front-to-Front",1,2018,"TOYOTA","COROLLA",50,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",55,"Dry","Negotiating a Curve","From opposite direction  over left lane line","Braking","Precrash stability unknown","Stayed in original travel lane","4 DR",0,1,1,1,1,1,0,5,2
62784,12,21,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2020,"FORD","TRANSIT",65,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",65,"Dry","Going Straight","Pedestrian in road","Braking and steering left","Tracking","Stayed in original travel lane","VAN",1,0,1,1,1,1,0,4,3
62785,5,21,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",4,2019,"HYUNDAI","SANTA FE",999,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",65,"Dry","Negotiating a Curve","Pedestrian in road","No Avoidance Maneuver","Tracking","Stayed in original travel lane","SUV",0,2,1,1,1,1,0,4,2
62794,9,5,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2023,"VOLKSWAGEN","ID.4",45,"Functional Damage",0,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","Pedestrian in road","No Avoidance Maneuver","Tracking","Stayed in original travel lane","SUV",1,0,1,1,1,1,0,5,3
62798,9,22,12,"Motor Vehicle In-Transport","Angle",1,2019,"NISSAN","PATHFINDER",45,"Disabling Damage",0,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","From opposite direction  over left lane line","No Avoidance Maneuver","Tracking","Stayed in original travel lane","SUV",0,1,1,0,1,1,0,4,1
62801,3,18,12,"Motor Vehicle In-Transport","Angle",1,2017,"TOYOTA","COROLLA",998,"Not Reported",0,0,1,"Full Driver License","Valid","No",35,"Dry","Turning Left","Traveling in opposite direction","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",0,1,1,1,2,2,0,2,2
62803,12,23,12,"Motor Vehicle In-Transport","Front-to-Front",1,2013,"TOYOTA","HIGHLANDER",75,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",65,"Dry","Going Straight","Other critical precrash event (specify:)","No Avoidance Maneuver","Tracking","Stayed in original travel lane","SUV",0,1,0,0,0,0,1,2,0
62807,3,19,12,"Motor Vehicle In-Transport","Front-to-Front",2,2021,"NISSAN","VERSA",998,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",35,"Dry","Other(specify:)","Traveling in opposite direction","Unknown/Not Reported","Tracking","Stayed on roadway, but left original travel lane","4 DR",1,0,1,1,1,1,0,5,3
62807,3,19,12,"Motor Vehicle In-Transport","Front-to-Front",3,2018,"NISSAN","ALTIMA",998,"Disabling Damage",0,0,1,"Full Driver License","Valid","No",35,"Dry","Going Straight","Traveling in opposite direction","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",1,1,1,0,1,1,0,4,2
62814,4,4,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2020,"GMC","YUKON XL",998,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",45,"Dry","Going Straight","Pedestrian in road","No Avoidance Maneuver","Tracking","Stayed in original travel lane","SUV",0,0,0,1,2,2,0,1,1
62815,5,8,12,"Motor Vehicle In-Transport","Angle",1,2013,"VOLKSWAGEN","PASSAT",43,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",40,"Dry","Going Straight","From crossing street, turning into opposite direction","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",0,1,0,0,0,0,1,2,0
62817,7,10,12,"Motor Vehicle In-Transport","Angle",1,2015,"HONDA","ACCORD",998,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",35,"Dry","Going Straight","From crossing street, across path","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",0,1,0,0,0,0,0,2,0
62830,11,11,12,"Motor Vehicle In-Transport","Front-to-Front",1,2018,"HYUNDAI","ELANTRA",998,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",45,"Dry","Turning Left","Unknown","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",0,2,0,1,2,2,0,0,1
